Идентификатор вакансии;Наименование вакансии;Город;Работодатель;Дата публикации;Дата создания;График работы;Тип трудоустройства;Требуемый опыт;Количество откликов на вакансию с момента публикации;Количество откликов на вакансию с момента создания;Начальная граница З/П;Конечная граница З/П;Итоговая З/П;Ключевые навыки;Профессиональные роли;Кол-во ключевых навыков
102270485;PHP-разработчик (1С-Битрикс);Москва;Единая Медиа Группа;2024-06-19 12:39:20;2024-06-19 12:39:20;Удаленная работа;Полная занятость;От 1 года до 3 лет;2;2;80000;150000;115000;1С-Битрикс,Git,HTML,IDE,JavaScript,MySQL,PHP,SQL;Программист, разработчик;8
102270470;Программист 1C;Бишкек;SoykaSoft;2024-06-19 12:39:15;2024-06-19 12:39:15;Полный день;Полная занятость;От 1 года до 3 лет;1;1;100000;120000;110000;1С программирование,Обновление конфигурации 1С;Программист, разработчик;2
102270438;Middle/Senior Front-end разработчик (Vue.js/React);Москва;Ит-Финанс;2024-06-19 12:38:43;2024-06-19 12:38:43;Удаленная работа;Полная занятость;От 1 года до 3 лет;152;152;150000;;75000;HTML,js,React,REST,Sass,Unit Testing,Vue;Программист, разработчик;7
99946309;Программист 1С Управление производством;Москва;КСА;2024-06-19 12:37:50;2024-06-19 12:37:50;Полный день;Полная занятость;От 3 до 6 лет;12;12;240000;280000;260000;1С,1С: Предприятие 8,Управление производством;Программист, разработчик;3
102270327;Middle/Senior Back-end разработчик (Java, Spring);Москва;Центр Информатизации и Консалтинга;2024-06-19 12:37:25;2024-06-19 12:37:25;Полный день;Полная занятость;От 3 до 6 лет;7;7;250000;;125000;;Программист, разработчик;0
99265578;Trainee developer (Salesforce);Тбилиси;True Sales Soft;2024-06-19 12:36:18;2024-06-19 12:36:18;Удаленная работа;Стажировка;Нет опыта;26;349;50000;;25000;.NET Framework,Английский язык,C#,CRM,CSS,Git,HTML,Java,JavaScript,Python,Разработка ПО,Salesforce,SQL;Программист, разработчик;13
102270095;Программист (OpenCart);Москва;АРБА Дистрибьюшн;2024-06-19 12:35:59;2024-06-19 12:35:59;Удаленная работа;Полная занятость;От 1 года до 3 лет;1;1;100000;300000;200000;CMS,Flash MySQL,OpenCart,Ответственность,PHP;Программист, разработчик;5
101631355;Программист 1C;Москва;Глобал Фудс;2024-06-19 12:35:27;2024-06-19 12:35:27;Полный день;Полная занятость;От 3 до 6 лет;16;16;;200100;100050;1С: Предприятие 8,1С программирование,Техническая поддержка;Программист, разработчик;3
91292543;АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Java разработчик;Ростов-на-Дону;ЗАЗЕКС;2024-06-19 12:33:57;2024-06-19 12:33:57;Полный день;Полная занятость;Нет опыта;20;353;34800;;17400;Apache Maven,Git,Hibernate,Hibernate ORM,Java,Java core,Linux,MongoDB,MySQL,ООП,PostgreSQL,Spring,Web;Программист, разработчик;13
102269630;PHP-разработчик;Самара;Лаборатория Интернет;2024-06-19 12:30:54;2024-06-19 12:30:54;Удаленная работа;Полная занятость;От 1 года до 3 лет;12;12;;150000;75000;MySQL,PHP;Программист, разработчик;2
102269468;Frontend-разработчик;Самара;Лаборатория Интернет;2024-06-19 12:29:48;2024-06-19 12:29:48;Удаленная работа;Полная занятость;От 1 года до 3 лет;230;230;;130500;65250;CSS,Деловое общение,Грамотная речь,HTML,Навыки межличностного общения;Программист, разработчик;5
98235706;Битрикс разработчик;Нижний Новгород;CMstore;2024-06-19 12:28:40;2024-06-19 12:28:40;Полный день;Полная занятость;От 3 до 6 лет;6;13;180000;;90000;1С-Битрикс,API,Backend,Elasticsearch,Git,MySQL,ООП,PHP,SQL;Программист, разработчик;9
98235707;Битрикс разработчик;Самара;CMstore;2024-06-19 12:28:39;2024-06-19 12:28:39;Полный день;Полная занятость;От 3 до 6 лет;2;5;180000;;90000;1С-Битрикс,API,Backend,Elasticsearch,Git,MySQL,ООП,PHP,SQL;Программист, разработчик;9
98235708;Битрикс разработчик;Тула;CMstore;2024-06-19 12:28:39;2024-06-19 12:28:39;Полный день;Полная занятость;От 3 до 6 лет;3;15;180000;;90000;1С-Битрикс,API,Backend,Elasticsearch,Git,MySQL,ООП,PHP,SQL;Программист, разработчик;9
98235709;Битрикс разработчик;Уфа;CMstore;2024-06-19 12:28:39;2024-06-19 12:28:39;Полный день;Полная занятость;От 3 до 6 лет;1;15;180000;;90000;1С-Битрикс,API,Backend,Elasticsearch,Git,MySQL,ООП,PHP,SQL;Программист, разработчик;9
